@Danilirijillo sí ya sé pero salgo a las 10 :( a menos que sea en la tarde no hay pex;0
Puta madre la extraño :( soy más pija;0
No quiero saber nada de nada :( que incompleta me siento sin vos;0
@KanuSuarez nooo y a mi me abandonaron :(;0
Quiero ver tantas series y no tengo nada de tiempo. :(;0
@nymphetoile te amo gracias :(;0
@mario_casas_ por fin pude conocerte, aunque sea a unos metros de distancia. Me quede con ganas de nuestra foto :( http://t.co/NQz90KpiGp;0
@elpollazodezayn puf pues no se, que mierda :(;0
a risada d niall qero me mata :(((;0
Pierdo yaves, pierdo celular, pierdo tiempo, pierdo todo menos #kilos :(;0
@AldanaUlloa me estoy recorriendo todos los canales y no lo encuentro :( aiudaaa;0
¿como decirle “quedate” a alguien que nisiquiera esta? :(;0
Se va dani alves lesionado le atajan el penal hoy no es su dia :( pobre;0
Donde estas? :( @Daabi_gsc;0
@bajapacasaa eso se ve bien rico :( traeme;0
@rochi_ig esperaba entrar a tu perfil y que empezaran a volar globitos de cumpleaños :( tenes que poner tu fecha de cumpleaños!;0
Que hermosa fiebre :(;0
A ti si te recibirían :( al menos aeBin creo que te aprueba¿;0
(Excepto cuando esos defectillos te lastiman) :(;0
:-( #AGMA sentido Guarenas. Cola Fuerte en Helipuerto Avila #ConectadosContigo;0
Yo quería ir al cultural hoy  :(;0
Menos mal que yo me vine temprano :(;0
@Franciskillos53 no lo es :(;0
Se me acabaron las vacaciones :(;0
@VaaleAraujo jajajaj menos mal q estas lejos ??? Q feas esas palabras ... :( , los dos sabemos q no tenes chance enana;0
@_WendyTrevino que horror a mi ya no me queda :(;0
@oscarivanMC nooo porqueee ivan no te vayas :( jaja xD;0
@kissbellpuli @Dios CUANDO YO LO SEA, TE AVISO JAJA.:(;0
Viste cuando necesitas un abrazo? :(;0
Todos los lunes deberían ser festivos :-(, pero no, siempre toca matemáticas a la primera :(;0
pensé que iba a ser diferente :(;0
@camiladivaza aers✋ yo mucho más y sabes también si :(💕;0
Quiero dormir tres dias mas :( por favor!!;0
@Galzien ¿Qué tal está? Lo tengo en la lista de pendientes y todavía no lo jugué :(;0
desde que me entere que la de juego de gemelas es una sola y a la otra le editan la cara por pc ya no le veo el sentido a la pelicula :(;0
@elNightbot naibot es lunes y el cuerpo lo sabe que hueva :(;0
@24fcf2e6837643b Claro que no :( nunca;0
@_eme_lh @ChokdeeMaVie me tiene bloqueao no ve lo que pongo :(((;0
@Lina_Loop Te odiooooooooooooooooooooooooooooo!!! :(;0
Pues se me hace que después de lo que morena dijo, ya no me va hablar :(;0
Me dio pena ver ah los de Sanma llorando :(;0
@KikeRowling Sorry :(. Demasiados fallos.;0
Noooooo, yo queria que saliera la tamalera. :(;0
Yo mas, aunque ya no me mandes nada :( https://t.co/3E2R1fVXxn;0
@siribarren le he dicho a la @polylla que deberíamos ofrecer un diplomado con código SENCE, pero no tiene tiempo para la academia :(;0
Hace rato de jugar , una me clavo el palo de hockey en la rodilla y la cague a trompadas , y bueno suspendida 2 fechas :( , PUTA .;0
ahora quiero que mi teléfono se descargue rápido y no lo hace :((;0
No encuentro donde ver la tercer temporada de Bates Motel subtitulada :(;0
"Ver a tu mami llorar es lo peor :( &lt;/3";0
Volve verano, te amamos :(;0
Hola :( no he dormido todo el día, que tal?;0
Si me pagaran por Ilusionarme, Tendria a Justin de sirviento jajaja ay :( #MTVHottest Justin Bieber;0
#MeJodeMuchoEsoDe extrañarla :(((;0
@Hija_DeLilith_ Qué suerte :(;0
@YammAbreu Nooo :(( Te amo.;0
@MatyCornejo son baratos yo garpe 60 :(;0
Como desearía tener mi discman devuelta :(;0
No hay día en la semana que no tengamos pruebas :(;0
Tuve que venir a Villa otra vez. :(;0
@EI_Chino Tenian un montón de tapes de Eloy criticando y agresivo, pero mostraron q la noche q entró la contuvo a Florencia :( CUALQUIERA!;0
Soy capas de ir a comprar dos hochos más :(;0
Estaba por cambiar mi nombre pero si lo cambio Fiamita cambiaría el suyo y :(;0
extraño hablar con ella! y asi ! :(;0
@javipeche JAJAJAJ es pa quw salgan los dos tweets juntos :(;0
Se me congelan las manos :(( !;0
@urmclxrity te amo más, mi niña :(;0
ya paso de moda el pelo melissa jaja :(;0
Nadie nunca en la vida le manda un DM a Jun :( HAHAHA http://t.co/DFkPG8w8x4;0
Quedan tres semanas para empezar las clases :(;0
@Yofo_zafafofo JAJAJA no que te pasa :(;0
@Maria_LeonPL  :-( soy pobre...;0
Quiero mi cama :(;0
@Cebolletta m boi a mi rincon d yorar :(;0
Esa cola toda flácida, que ascooooo jajaj :(;0
me siento un fracaso :(;0
Morras, no es por ser mamón pero algo que me da un chingo de asco es ver que tienen pelos en la panza o en la espalda. No lo entiendo :(;0
quiero un bebe :(;0
Matias de (? ..Me aburro :(;0
@NereaMatvenia jajajaja eee no ya fue posta :( basta de violencia;0
Me dio hambre :(;0
El único paro que va a haber en mí es el de mi corazón porque ya en una semana entramos a clases. :(;0
@yeosinkai Pobre nena :(;0
dejen de preguntarme si se cocinar, que yo caliento agua en el microondas :(((;0
Menos de 100 dias para la PSU y la cabeza en otro lado :(;0
No he comido tacos :(;0
Fuaa loco no sr pude poner nada que ya dice que soy chorro :(;0
Y tengo que viajar :(;0
@felovarmar no pude ver, @ing_steff  no me dejó :(.En la semana miro.;0
A tratar de dormir :( mañana madrugó si me siento mejor 👌;0
Uno es de quien se preocupe por uno, osea de nadie gonorrea :((.;0
@XaelRgarcia te extraño bro :(;0
Mejor dicho odio no tener las copias :(.;0
@FridaHornelas y porque no? :(;0
unas ganas de verla mañana :(;0
11:11 tengo hambre :( 😂😂😂 http://t.co/wFyiS49SMV;0
@GiorgiaCalde jajaja esta bieen, tengo miedito :(;0
@naird1986 hola perdón por molestar podrás áser un hact de la actualización de los simpson springfield del monorrail la de bob no me ha :(;0
@luisito_1815 jajajajaja lo se :-((((((;0
No tengo ni agua ni la pastilla, pero sí tengo pereza de levantarme a por ello así que ovarios, no os portéis mal. :-(;0
"Tengo que anotar en algun lugar ""no mandarle audios ni a lucas, ni a fede"" no es para nada tierna mi voz. Es horrible :(";0
@Mayhernandez18 buena perdon :( mark me enseña;0
A dormir señorees mañana se trabaja doble turno :(;0
Y estar pensando en él tampoco me va a ayudar asi que mejor intento ignorarlo... Ay! Eso si no puedo :(;0
No quiero romperle el corazón :(;0
La cancion de Hombres en llamas, es como para cortarse las venas :(;0
Perdí :( que tramposa que es http://t.co/vctMbIxEc6;0
@DavidFilLu98 pues comeme los cojones :(;0
@carlosramirezl3 La dictadura no da un paso sin premeditación y alevosía. Las improvisaciones se las dejan a la oposición :-(;0
@TheMattEspinosa tampoco creo que lo leas :(;0
@CRP_SinMas bullying desde la edad media :(;0
Pa q Leaas esto :( https://t.co/oOYbCy01Is;0
¿Porque me odias Dios? :(;0
Venga y se los doy. :(  https://t.co/6T65pmogfG;0
Yo escucho los electros que tengo y me pongo a bailar sola en mi casa :(;0
Estoy echo mierda de la garganta :(;0
Ahora tengo que esperar hasta las 7 para que venga el colectivo vacio :(;0
Necesito ropaa nueva :(;0
@JazminconJ mi amor :(;0
@mershu_reguera yo también me siento algo así :(;0
Está lloviendddoooo :(;0
quiero conocerlos :( #ShesKindaHotVMA;0
Quisiera que apareciera en mi nevera un pote gigante de helado efe de chocolate :-(;0
bonita manera de comenzar la semana... estúpido y nada sensual lunes, tiodio!! :(;0
@naybethlrt que mala eres :(, a mi también me dio gusto que después de 6 años estemos juntas de nuevo 🙊, y con el chocolatito 🍫;0
siempre que estoy en conce tiembla cuaticamente en coquimbo :(;0
Cuando te quieren todo bien y ahora solo critican :( hipocresía :(;0
Como colgué que pajero :(;0
Quiero una foto como la gente, con esas camaras profesionales.  No con mi celular :(;0
@Marco_Cz yo nunca lo leí ni nada :( jaja;0
Ni queria faltar mañana a gim igual vieja :(;0
@LeoTorresDj No tienen, he ahí la respuesta :(;0
Me voy a morir :(;0
Quizás deba dejarte y que de mi se haga cargo el viento... :(;0
Donde esta la gente que le gusta ir a tomar cafesito?:(;0
@Dano_CG  https://t.co/2UUE0tuXpN por todas las veces que me prometiste que jugarías conmigo y me dejaste jugando solo online :(;0
Estar soltera y que nadie te hable :(;0
Realmente ya no sé si quiera hacer esto!! :(;0
@BremilyDL .No sé por qué me odias. :(.Vos no eras así.;0
@1erCampeonCSE Gracias Pocoweed jajaja 😘 prende y cruza jajajajaja se te quiere no me olvidaré qe de regalo me caiste encima :( jajajaja;0
:-( #AFM sentido Petare. Cola Fuerte en Chacao;0
!Escribo para sanar mi alma... Por tu #pinche engaño :(;0
@lavi_nita OH Dios que trabajo tan triste :(;0
Que dolor insoportable lcdsm :(;0
ya esta lo hice!!!! :c :(;0
@SamsungEspana porqué quería tomar foto a Una tía buenísima y me sale esto, eso no mola. :( http://t.co/NZXDwZ6684;0
@pitusmart desaparecieron?:(  Mierdaaa-_-  jajajajajaja;0
@Lm2p92 llevo toda la tarde sin encontrar servidor :-(;0
Porqué solo lo invitan a beber a uno?:( No lo invitan a comer y ni a ir al cine:'(( Asi no se puede😂;0
@ughl4uren por favor :((;0
Son todas iguales :( #LasMujeresSonMalas http://t.co/JZyTj8Wnk4;0
quiero arroz chino :(;0
Mi mejor amiga no existe :(;0
Mi wa esta muerto :(;0
@AbrahamMateoMus Feliz cumple ya estas muy grande! :( Te AMO Pásala genial Recuerda: 'Estaré contigo siempre' ❤ #FelizCumpleAbrahamMateo;0
@chincheto77 Chinche,  no se si lo sabias pero murió Daniel Ravinovich :( el the Les Luthiers.;0
su casa es mas cool que mi cuarto :( http://t.co/lB5VjKNndL;0
@chrisftianlee Entonces dame muchos besitos :-(.;0
Jajaja que entendiste? :( — Quien es http://t.co/kk1HKpdIrP;0
Es broma no quiero dejar los mds :(;0
Aun no acertó nadie :(;0
“Ay :(” —Yo, dándole mi apoyo a alguien que se siente muy mal. http://t.co/UyalKAPnn7;0
Sin pinta ni parla. Muy duro :(;0
Cuando se me olvida tomarme el hierro en ayunas.. :((((((((((((((((;0
En plus tengo hambre :(;0
@TrapitosGamer Y ME PARECE QUE NECESITARE DOBLE TURNO PARA QUE ME ALCANCE LA GUITA ASI Q ME VOY A TENER Q ACOSTUMBRAR A ESE HORARIO :( JAJA;0
@BSweetyB que pasa?:(;0
Nooo quiero volver a mi casa -.- :(;0
"Me parece que hoy no voy a estar para la #Brigada02am de Elisa y &gt;:(";0
AMÁAAA, ES QUE MI NOVIO VIVE MUY LEJOS :(.;0
@aatb_ jajaja me caes mal cierto me voy a ir de viaje por un tiempo ....:(;0
Que bronca me da esto :( Pero bueno :/;0
O sea no es posible que me haya comido dos arepas a las 10, una cachapa de donde el gordo al medio día, la hora que es y ya tengo hambre :(;0
Quiero jugar al basquet :(.Espero que hoy valla Yiyo;0
Se me acaban las vacaciones... #Noooo .No quiero vuelta a la realidad, no quiero rutina... :(;0
@JesusBG98 ajajajajajaj nada que ver :(;0
@VCFMurcielago Pero :(;0
Lunes... Siempre caga la semana :( .A 😴😴✔;0
En el estudia arreglan las voces para los rostros perfectos :(;0
@SuaaPaam no ibas a llegar de todos modos :(;0
yo si queria hablarle :(;0
@_CamiCampos1 veni vos :(;0
Pobre yo :( https://t.co/JSQH1ZeJ9Y;0
Steam no me deja tener amigos :( https://t.co/lfOGcietQB;0
@Jiminakp ¿Por qué?  No seas mala conmigo. :(;0
@CIDLALLIN y mañana entro a clases :(;0
@BrisaNContreras hasta aquí siento tu sarcasmo jajajaja :(;0
En casa no tengo el canal AMC en la pega si.... Tendré que esperar hasta mañana :( https://t.co/qYCL7WidOy;0
@arrobaChuchimes ayyyyy por qué tan lejos :( bueno vaaaa;0
@oh_shitshitshit :(((((( te arreglaron el celu o k?;0
@1DolorDeCabeza ni se quién era el chucho :(;0
"Decirle ""Ya te olvidé"" cuando en verdad le.quieres decir ""¡VUELVE POR FAVOR!"". :(";0
me perdi el fear the walking dead aaaaaaaaahhhhh hoy no me quiero :(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((;0
@Medico_Loco pero mi novio es ingeniero  :(;0
@guysano Yep, sí me lo imaginaba... Me enojo mucho cuando presencio eso :(;0
Que mierda,ya manana vuelvo argentina :(;0
La pobreza :( http://t.co/3lQJvTDRHn;0
Extraño el sur :(;0
Lástima que esto este ocurriendo. Qué daño más grande. Que vergüenza. :( https://t.co/1FwWYRjJvv;0
@Mili_JbLoveU Yo tambien :( (L;0
@mentedescalza queria que fuera sorpresa :(;0
Ver en #facebook activo hace 15 horas me pone triste :( porque no de nada de ti;0
ay bb no lo soy :( https://t.co/jfIhH6sNPC;0
Quiero Pinkberry  :(;0
Quiero Maruchan :(;0
Hoy trate de ligar en tuiter..... ¡Y QUE CREEN!... El chiste se contó solo :(.;0
@chinoucastro Me podes sacar la duda si van a venir a paraguay ? :(;0
#SantiagoGetsLouder  🎵🍺🍺 @CervezaEscudo @systemofadown puedo ganar? Ah? :(;0
@gbrielanieves tejo entonces :( jajajajajaja;0
No puedo estar tan gorda asiiii :(;0
Que Andrea este en el capítulo 50 por favor :(;0
Te odio décimo semestre... con todo el ser..:(;0
@bbs5Hhot bue calma no estés triste :( #VideoVeranoMTV Fifth Harmony;0
no sé cuantos días van pero es la primera vez que despierto sintiendome un poco triste :(;0
@MicheilleSoifer tus fans no quieren a Shey :( https://t.co/UBSqZe6awh;0
odio tener amigos borrachos .. siempre termino tomando :(;0
@Armindam por lo menos hoy en la mañana,  otros días estaremos lidiando con ellas,  chóferes de camiones escolares y microbucerdos :(;0
Matias lleva horas ignorandome :( #Pug #Traviesillo #Pillo http://t.co/iuOIqWwSMI http://t.co/8tkpmvtxkx;0
@grafelitas @SariBarcos Al villero lo llevan para que muestre como se cocina la droga, a Chano para q vean q no pasa nada. :( @PPT_oficial;0
Es temprano y no se por que tengo sueño :(;0
Desearía volver a nacer de nuevo xq soy muy salado en esta vida, ni una me sale bien :( que bronca;0
Vigilante, aparece, leñe, que después se enfadan conmigo por llegar siempre tarde. :(;0
Ojalá el material se esterilizara sólo :(;0
Estaria genial estar con Joaco en la fuerza aerea, pero el se va a Cordoba y yo al Palomar :(;0
Malditooo :(! Detuvo a la víbora...;0
@mangioneeeee yo a voos florchu :(;0
@SheisCutee24 jajajajajaja :(;0
Pobrecito mi amor le re duele la cabeza, no me gusta verlo así :(;0
@Guaddims bueno perdon :( jajaja;0
@doc_gatitto @WaldoBarras  y te salen asi :( http://t.co/rXR3ennbhn;0
Tengo tremendo miedo igual :(;0
Nadie me quiere todos me odian me voy a comer un gusanito. :(;0
Me han herido cuando quise defenderte, por ti peleo a muerte y no lo vez :(;0
@vacomotrompada este ya la debe haber quedado :( http://t.co/purCNxwwkL;0
%5 de batería y no tengo cargador :(;0
Por que me haces esto Lan? :(;0
Espero que no me valla con lag :( http://t.co/aRctjINI2J;0
@500DaysOfGab verdad que sí :(;0
lo malo de ser feo, es que nadie te da bolaa :( .....bueeee;0
Mi espalda y yo :( #contractura #dueleee;0
Camilo esta muy bravo por que en todo el dia no me reporte y en las 22 veces que me llamo al cel ni una le conteste :-(.;0
un amor asiii :(, .· peli todos los días de mi vida, the best movie http://t.co/VJizux7okh;0
no se pero me siento abandonada :(;0
sacaron a Colden de la final :(;0
cansadona :(;0
@O5Daniel como así :(((((;0
@angiecaro291 @EstefaVillota Jajajajaaja ya voy :(;0
Quiero una frase para una foto en concreto y no encuentro ninguna que me guste :(;0
@JarroldPachUCV Ya ando ready pero con el cachete hinchado :(;0
Me siento mal :-(;0
Vaya compañero de desvelo, yo quiero estar asiiii :( http://t.co/J2UScXh45f;0
Same pero *:(  https://t.co/njBklUMYKG;0
@switch_oficial ya no esta en fiebre ???? yo fui y no la encontre :(;0
#Frontera2015 pxndx, miranda! y lucybel, hoy sale la preventa y yo en tiempo de crisis :( quiero ganarrr https://t.co/OrXMi4xVza;0
Buaaah quiero ir a casa XD me aburro mil. O a ZGZ ahí habían muchas cosas que me quedé con ganas de probar y ademas dejé a mi chica :(;0
Y pensar q esta re lejos :(;0
Y la cruda? KRUDAZIN La chica que hizo esto es una insensible :( - Conocemos tu dolor y por ello te respetamos http://t.co/PQ2tViTjJw;0
@melissa24r @rendonariana callense no me cuenten :( ya me imagino!;0
Me entro algo en el ojo y no me lo puedo sacar :(;0
@fabiangalvisft te amo :(;0
¿Con mi grata y simpática compañia o en soledad? — Depende de si yo opino lo mismo de tu compañía :( http://t.co/PSyFxBtbSX;0
@xiuftmin hoy no puedo :(;0
"me meoooo JAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAA era un pelotudo alto turro el pibe &gt;:( re cheta ahno.@Lumii_Sardelli";0
Por tu culpa empezó a caerme mal. :(;0
No es cierto.. Soy virgen :(;0
@__Jesterhead No se robe mis Tuits que me deprimo :((((;0
@ATorresHerrera AJAJAJAJAA maraco :(;0
"Porque a mi no me sale un Fantasma ? y me dice has esto porque no lo pude hacer yo y asi podre descansar en paz :( &lt;/3 La vida es injusta!!";0
Imagina ser amiga de Justin y tener fotos de el así en tu celular :(..BeliebersVoteHottest #MTVHottest Justin Bieber http://t.co/d80uzuNiRh;0
@jessiecanch te pedi que vinieras y no bola :(;0
manera de tener mocos :(;0
Quien me ayuda a tener seguidores? :( o siganme yo soy pana♥ no tengo muchos seguidores☹;0
@shootinmyboobs 7'5 pues ahora me estoy riendo bastante con un tweet tuyo JAJAJAJA pareces muy maja pero te veo poco por la tl :(((((;0
Que feo cuando se pierden el respeto y tiran a matarse :(;0
Y después uno se pregunta por qué anda gordita hahaha :( https://t.co/KAqtKeg6qZ;0
"Y UNO QUE SE LLAMABA ""PAFUERA"" Y LE DIJERON PAFUERA PA DENTRO Y SE VOLVIO LOQUITO :( https://t.co/AtIAffV4U2";0
Ya me cansé de limpiar esta casa y el trabajo nunca termina. :( #soylachachademicasa #sinremuneración #yamatenme;0
Mi internet no ayudo :( ESTA PORQUERIAA.;0
@JhonatanZaera ya me da hasta ladilla ver eso :(;0
@ZarcortGame puedes enviar un saludo a la Alianza celeste egipcia del Liceo Sagrados corazones de San Javier porfa por vídeo :(.;0
Toda la noche estudiando :(;0
Mañana otra vez la alarma a las 5 :((;0
no wifi no me falles ahora :(((((;0
Definitivamente este Atlético Marte no quiso meterse a semifinales :( #fail;0
Como quisiera a ese pendejo :(;0
Ke gueno me voy :( #ShesKindaHotVMA;0
:( Verdad. http://t.co/Pa8jZs1hxB;0
#NuncaMePasoEsoDe que me invitaran al cine (gastos pagos) ... :(;0
Hoy no puedo con mi hueva :(;0
"@AyudaMegacable la señal de cable falla, el Internet lento, sucede bastante seguido, si no fueran los únicos &gt;:( @Profeco";0
Necesito perfume!!!! :( se me termino! :(;0
Si tienes un portátil Sony Vaio NO actualices a Windows 10 http://t.co/0mpn6zURNX te toca esperar :( http://t.co/EUmeuxBzei;0
@EddyFkk yo mucho mucho mas :( 💖;0
@Cingusmanoo No elmito por favor pensa en las personas que te quieren :( jaja;0
Fav sie veo bien en vestido :(. http://t.co/ubxbYLVXBl;0
tengo tantas ganas de abraza a los chicos :( ..¡¡A VOTAR!! ..#VOTEFOR1D ..#MTVHottest One Direction;0
yo consolando a una persona:.- me siento re mal cam.-queres queso? :(;0
No sucede nada :( no funciona wasapin;0
@gabseverett desculpa :(;0
@Martush1D @Sofia_Schmidt Tu foto *-* Me lastimas :(;0
Quiero una falda como las que usaban las chicas del can :(((((((((((((((;0
Me duele muchisimo dejar a mis viejos e irme a vivir en Mar del plata,pero aca la estoy pasando muy mal :(;0
Y que quiero dormir y el dolor no me deja :(;0
Echo de menos ser un margi en el wa y hablar sólo con mi mejor amiga :(;0
"chan! ""no sueles llegar a tiempo nunca"" eso a veces es triste jaja :( https://t.co/pk8yR7z2FR";0
Yo siempre que no me contestas :( @amigo3213  https://t.co/5MpQQq8Acj;0
Estoy malditamente nerviosa :(;0
Venir con esa putería del estadio, para ver la forma en que le roban el título a Cena, :(;0
@LlanCarranza ajjajajajaja ponele :(;0
Ganni me tiene como tremendo fiestero, que feo eso :(;0
@joseambxl vale, lo he pillado :(;0
@dinahssaur0rex espero :( #WorthItVMA;0
Noooo,la chica :( #LastShipTNT;0
Todo ese tiempo fue y paso una vez como arena en nuestras manos :(;0
@aerdnarama tengo que repasar mi ingles :(;0
@roselazavala My friend como haces para sobrevivir a tantos Lunes? Hoy fue un día más que agotador :(;0
quiero dormir como una hermosa oruguita para despertar volando como una mariposita refulgente :-(;0
A esta hora todos somos AmiGuiThoZ ¿cierto? ¿no? Ah bueno. :(;0
@FlorKimmich aveces siento que tenes mucha maldad :(;0
Jueputa, la cartulina :(;0
@selenxc pero si no me va a seguir :( ahre;0
Habia olvidado esta sensacion :(;0
Parce, la muerte de encías sangrantes es más dura que la de 38. :(;0
@wayuuprincess no alcancé a conectarme :( me hubiera gustado saludart y hacert algunas preguntas, que tengas buen viaje. Conectarse prontito;0
@TannSuperFuzz la cruda emocional amiga :(;0
Muy triste, pero viva al menos :(;0
@adriambSG ya he reiniciado el pc varias veces :(;0
Odio dormirme temprano y parar a las 12 :(;0
Pinches viejas, no somos objetos. :( http://t.co/U7W8H4uUdt;0
@andre0ide @Maligfro98 pero pero ella me dijo :( por q somos amigos :( :(;0
Quiero ver todas esa fotos :( #WorthltVMA http://t.co/5cOrI9DbVp;0
@sanstarks @KikiChuflitos :( aiiis... yo todavia tenia una pequeña ilusión pero ya no habia nada que hacer.;0
@albduardo99 pero :-(;0
Pronto hará un año desde que dos ángeles fueron al cielo..Me sigue dando de todo al recordarlo. :(;0
Otra amanecida más :(;0
No le deseo a nadie esta gripe :(;0
me voy a dormir pq no doy más, la cancha me mató :( nos vemos, AGUANTE BOCA CARETAS !;0
"@DaniRep porque le dicen RATA si ya tiene 18 o más no tiene sentido ustedes son los ratas &gt;:(";0
@Natalia_0203 molinos es severo jajajajaja que parte?:(;0
algunas veces toca :( RT @BabyBearAss @Vzla_69 tu tan ocupado y yo qie no consigo con quien matar tiempo http://t.co/TKVPQ7Yacj;0
@followAyudaMB_ @mariobautista_ @Silvia_R5er Amii porfavor :(;0
Dios yo me estreso muy rapido :-(;0
@martimarmarusso era un fakiu, pero no sale :(;0
que dolor de cabeza! :( mas descompuestaaaa.;0
@SergioGP3_2 Que pocos :(;0
estúpidos hombres :(;0
@rihmvps muchoo?:(;0
@Soymarioruiz siguemeeee tontooooo. :( https://t.co/zeHWWC7ble;0
Así nos toco :(;0
¿Por qué sigues importándome? :(;0
@xcalumaIik reste :(;0
Senpai me favea pero no me noticea :(;0
#YoNoTengoPresidente ni amigos :(;0
Ya son 2 años 9 meses y 14 días sin ti si supieras la falta que me haces brother :((;0
Quiero ir a una fiesta. :(;0
@gaaaspiii me ofendiste. :( chau asqueroso me voy a tomar el helado solita.;0
@ivonmontejo pos ni modo, no podremos tenernos en snap :(;0
Vamos al avion :(;0
Lunes, Sin trabajo con un hermoso día y yo acostado con dolor de cabeza :(;0
"@sarura13 Si bajo, será los dos últimos días, enfadica &gt;:(.Tranquila, que si bajo serás la primera en saberlo, my love. &lt;3";0
Soñé con una con la que no tengo que soñar porque me hace mal :((;0
Soñe que me regalaban un labial nuevo, que  cruel sueño :(;0
@MariaCorts ese soy yo :(;0
Ya me canse :( #QuieroLaCamisetaDeAyron @AmericadeCali;0
@JuankaDandrea no llore amigo :(;0
@besovintage tal vez estamos teniendo sexo visual, ok no :(;0
Como la ayudaria a la gorda un grito asi: MERY JUGA CON ELOY CACHORRA SOY BRIAN . Lo necesita yaaaa! :(;0
Sin duda. :( https://t.co/Nt5VK9T6LT;0
siento que mi ''barba'' será como la tuya :( @ProtoElfo;0
Vieron los snaps de Lou? Por dios😍 Niall😍 alguien que me los pase?:( #MTVHottest One Direction;0
@fedevigevani ay mi amor no te pude ni abrazar :( pero por suerte me agarraste mi bandera y ahi puse un montón de cosas te amo bebe;0
Yo soy buena :(;0
Agus, testraño :((( perdón por todo. Debimos de haber sido felices juntos :(((((;0
Estaba re bonit :(;0
Tengo asi como hambre :( jaja;0
No puedo escribirte,  por ningún lado eu :(;0
@ricky_martin creó que todo lo que te escribo no tiene sentido :(;0
Que hize ahora? :(;0
Soy soltera hasta la tumba!!! Na mentira... el amor no toco mi puerta aun :( https://t.co/frsRzhgpJu;0
Vamos a fregar todos con la Dra :(;0
Yo culpo a mis amigos de que soy así de grosera :(;0
#QuePajaQue tenga que trabajar de noche hasta la mismas 7 de la mañana :(;0
Jajajaja como que la preñada no soy yo sino otra :(;0
Con ganas de mi casita ya :(;0
@Stenshet Eso no es cortadillo. El noroeste del país anda haciendo el ridículo. Otra vez...:(;0
Y bueno si, se va como por sopotocientos dias :( .Exitoo… https://t.co/uNhIMP1I7Y;0
bau es el único ser que cocina para mí y se termina comiendo todo él, qué bolas :(;0
Mis ideas locas de meter materias de 5 a 9 Jajajaja :(;0
@Macon_inMotion me acaban de matar en el Final Fantasy VII y no había guardado. Supera esa mierda :(;0
@Oleeeeee_Ustedd JAJAJJAJA oshe respeta jajaa a ellos les gusta dar y recibir jaja .:( tal ves sea por eso ajja;0
@anelmarlop @_Gabbyta @gabyluromero Creo que son sus únicos tuits desde 2010 :( bueno y de Romero ni se diga, aun la recuerdo maldiciendo;0
Todos los putos días me pregunto porque no fui gringa :( #MTVHottest Justin Bieber;0
el informe de politica me esta dejando embarazada de 56456465456 hijos literal voy a morir :(;0
@__cmsc tengo mucho dolor :(;0
@JMCamero jajajaja nunca lo hagas :(;0
@_pgcastro para :(;0
@CatalinaBelenC Bueno dale, despues arreglamos. Mmmmm, estamos complicados con ese tema.. ANDA EL JUEVES, TE EXTRAÑO ESTÚPIDA :(;0
Y ahora que termine de ver Strawberry Panic que miro?:(((;0
